"ï..URI";"Vase.Number";"Fabric";"Technique";"Sub.Technique";"Shape.Name";"Provenance";"Date";"Inscriptions";"Attributed.To";"Decoration";"Collection.Record";"Publication.Record";"Inscriptions.II";"Measurements";"Volume";"Weight";"Restorations";"Ornament";"Technical.Observations"
"http://www.beazley.ox.ac.uk/record/9AB73DE8-C416-4B19-95B7-C20C9B6D5D7C";217172;"ATHENIAN";"RED-FIGURE";"";"PELIKE";"ITALY, NOLA";"-450 to -400";"";"DISNEY P by BEAZLEY";"A: DRAPED YOUTHS, ONE WITH STAFF | B: DRAPED YOUTH WITH STAFF";"London, British Museum: E422 |";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 1265.8 | Beazley, J.D., Attische Vasenmaler des rotfigurigen Stils (Tubingen, 1925): 446.3 | Lezzi-Hafter, A., Der Eretria-Maler, Werke und Weggefahrten (Mainz, 1988): PL.116C-D, NO.183";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/F12879CE-2A7E-4197-9286-5B266BCC72BC";22435;"ATHENIAN";"RED-FIGURE";"";"CHOUS FRAGMENT";"ATHENS, AGORA";"-425 to -375";"";"";"BD: YOUTH";"Athens, Agora Museum: P24775 |";"The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 30, PL.79.755";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/0D70847A-152E-4A78-956E-05BFE20D7576";9021490;"ATHENIAN";"RED-FIGURE";"";"CUP FRAGMENT";"ITALY, ADRIA";"";"";"";"";"Adria, Museo Archeologico Nazionale: 43744 | Adria, Museo Archeologico Nazionale: B1294";"Wiel-Marin, F., La ceramica attica a figure rosse di Adria, La famiglia Bocchi e l'archeologia (Padova, 2005): 506, NO.2302";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/AC5F1631-6EFE-4112-8DA0-684EF9E65735";300850;"ATHENIAN";"BLACK-FIGURE";"";"DINOS";"";"-575 to -525";"";"ATALANTE GROUP by BEAZLEY";"BD: SYMPOSIUM, DRAPED MEN AND YOUTHS, SOME RECLINING, SOME WITH FOOD, DRINKING HORNS, FILLETS (?), IVY WREATH, ONE PLAYING PIPES, ONE WITH OINOCHOE AT KRATER, WREATH SUSPENDED, TABLES WITH FOOD, FOOT STOOLS | FB: ANIMAL FRIEZE, SIREN, LION, DEER, PANTHER";"London, British Museum: B46";"Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 91.5 | Gebauer, J., Pompe und Thysia, attische Tieropferdarstellungen auf schwarz- und rotfigurigen Vasen (Munster, 2002): 789, FIG.315 (PART OF BD) | Murray, O. (ed.), Sympotica, A Symposium on the Symposium (Oxford, 1990): PLS.4A, 16B (PARTS) | Rotroff, S.I., The Missing Krater and the Hellenistic Symposium: Drinking in the Age of Alexander the Great (Christchurch, 1996): 9, FIG.5 (PART) | Schafer, A, Unterhaltung beim griechischen Symposium (Mainz, 1997): PL.27.1-2 (BD) | Schmitt Pantel, P., La cite au banquet, Histoire des repas publics dans la cites grecques (Rome, 1992): FIG.17";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/71B2FB7A-3539-4EC6-861A-EF1A02636492";1002293;"ATHENIAN";"BLACK-FIGURE";"";"LEKYTHOS";"";"";"";"";"BD: FLORAL, IVY LEAF AND BERRY CHAIN";"Vienna, Matsch |";"Corpus Vasorum Antiquorum: WIEN, UNIVERSITAT UND PROFESSOR FRANZ V. MATSCH, 12, PL.(232) 6.9 <a target=_blank href=browseCVARecord.asp?id={71B2FB7A-3539-4EC6-861A-EF1A02636492}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/287E7A3D-B780-4B19-B336-3E7156508756";9025635;"ATHENIAN";"BLACK-FIGURE";"";"CUP FRAGMENT";"";"";"";"";"EYE";"Rome, Mus. Naz. Etrusco di Villa Giulia: 79924 | Rome, Castellani";"Hannestad, L., The Castellani Fragments in the Villa Giulia, Athenian black-figure, Volume 1 (Aarhus, 1989): 134, NO.282";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/9086AA75-4E4C-4B9A-80BA-64939C9B6392";201498;"ATHENIAN";"RED-FIGURE";"";"MUG FRAGMENT";"ATHENS, ACROPOLIS";"-525 to -475";"";"BERLIN 2268, P OF by BEAZLEY";"MAN OR YOUTH";"Athens, National Museum, Acropolis Coll. |";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 158";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/64CDCB8E-3B2B-46C2-A571-EA3F4CAC37D6";9034014;"ATHENIAN GEOMETRIC";"";"";"JUG";"";"";"";"";"";"Munich, Antikensammlungen: 6411 |";"Corpus Vasorum Antiquorum: MUNICH, MUSEUM ANTIKER KLEINKUNST 3, 17-18, PL.(399) 117.5-6 <a target=_blank href=browseCVARecord.asp?id={64CDCB8E-3B2B-46C2-A571-EA3F4CAC37D6}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/D4E9025D-4D7A-4300-A9E8-5D26AD000088";9008218;"ITALO-GEOMETRIC";"";"";"OINOCHOE";"";"";"";"";"";"Tarquinia, Museo Nazionale Tarquiniese: RC8480 |";"Corpus Vasorum Antiquorum: TARQUINIA, MUSEO NAZIONALE 3, 28, PL.(2441) 20.7 <a target=_blank href=browseCVARecord.asp?id={D4E9025D-4D7A-4300-A9E8-5D26AD000088}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/ED752D2C-9C78-4130-927C-E959A8F646E2";9027161;"ATHENIAN";"RED-FIGURE";"";"CUP FRAGMENT";"ITALY, CIVITAVECCHIA";"";"";"";"COLUMN OR POST (?)";"Civitavecchia, Museo Civico: CAS99F38031.34 |";"Gran-Aymerich, J., and Dominguez-Arranz, A. (eds.), La Castellina a sud di Civitavecchia, origini ed eredita, Origines Protohistoriques et evolution d'un habitat etrusque (Rome, 2011): 510, PL.179, NO.43";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/3DE39D28-CA21-4A11-BE55-3E576A162C05";1004631;"CYPRIOT";"";"";"VARIOUS";"";"";"";"";"";"Stuttgart, Wurttembergisches Landesmuseum |";"Corpus Vasorum Antiquorum: STUTTGART, WURTTEMBERGISCHES LANDESMUSEUM 1, 10-11, PL.(1214) 2 <a target=_blank href=browseCVARecord.asp?id={3DE39D28-CA21-4A11-BE55-3E576A162C05}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/F627B799-3B08-4659-83B4-452ABA90E85B";46779;"ATHENIAN";"RED-FIGURE";"";"AMPHORA FRAGMENT";"ATHENS, ACROPOLIS";"-450 to -400";"";"DINOS P by LANGLOTZ";"WOMAN, INCENSE BURNER";"Athens, National Museum, Acropolis Coll.: 2.635 |";"Graef, B. &amp; Langlotz, E., Die antiken Vasen von der Akropolis zu Athen, vol.2 (Berlin, 1933): PL.49.635";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/43123AC2-E661-4269-AC47-B5214D54DC73";1012404;"SOUTH ITALIAN, CAMPANIAN";"RED-FIGURE";"";"AMPHORA, BAIL";"";"";"";"";"";"Warsaw, National Museum: 138519 |";"Corpus Vasorum Antiquorum: WARSAW, MUSEE NATIONAL 5, 23, PL.(359) 27.1-5 <a target=_blank href=browseCVARecord.asp?id={43123AC2-E661-4269-AC47-B5214D54DC73}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/7FD57E26-6986-467B-A4C6-06E4AD9EDF51";9014066;"GREEK";"";"";"CUP";"";"";"";"";"";"Copenhagen, National Museum: ABC1038 |";"Corpus Vasorum Antiquorum: COPENHAGEN, NATIONAL MUSEUM 3, 80, PL.(101) 99.11 <a target=_blank href=browseCVARecord.asp?id={7FD57E26-6986-467B-A4C6-06E4AD9EDF51}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/198C008D-2F6E-4D25-A5B2-59D06282BC41";9032743;"SOUTH ITALIAN, APULIAN";"RED-FIGURE";"";"PELIKE";"";"";"";"";"";"Hamburg, Museum fur Kunst und Gewerbe: 1908.243 |";"Corpus Vasorum Antiquorum: HAMBURG, MUSEUM FUR KUNST UND GEWERBE 2, 16-17, PL.(4846) 3.4-8 <a target=_blank href=browseCVARecord.asp?id={198C008D-2F6E-4D25-A5B2-59D06282BC41}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/AFA939DC-EFBD-4D6A-8B48-C0A5B15E4AA5";9037047;"ETRUSCAN";"IMPASTO";"";"KYATHOS";"";"";"";"";"";"Stuttgart, Wurttembergisches Landesmuseum: KAS403";"Corpus Vasorum Antiquorum: STUTTGART, WURTTEMBERGISCHES LANDESMUSEUM 1, 50-51, PL.(1255) 43.11 <a target=_blank href=browseCVARecord.asp?id={AFA939DC-EFBD-4D6A-8B48-C0A5B15E4AA5}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/A3B17F12-BD95-45E8-B402-CFA1FC84E409";9001156;"ATHENIAN";"";"";"";"";"";"";"";"";"";"";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/A6EA7977-58D7-41E2-93EF-E9F99AC7BE96";213844;"ATHENIAN";"RED-FIGURE";"";"AMPHORA, NECK";"";"-475 to -425";"";"ACHILLES P by BEAZLEY";"A: EOS AND TITHONOS, DRAPED, WITH LYRE | B: DRAPED YOUTH STAFF";"New York (NY), Metropolitan Museum: 12.236.2";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 989.23 | Beazley, J.D., Attische Vasenmaler des rotfigurigen Stils (Tubingen, 1925): 373.15 | Beazley, J.D., Paralipomena (Oxford, 1971): 437 | Carpenter, T.H., with Mannack, T., and Mendonca, M., Beazley Addenda, 2nd edition (Oxford, 1989): 311 | McClees, H., The daily life of the Greeks and Romans as illustrated in the classical collections (New York, 1924): 72, FIG.88 | Oakley, J.H., The Achilles Painter (Mainz, 1997): PLS.16A-B, 47C (A, DRAWING OF A, B)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/FA2C2D5C-CBE8-4D08-B9A1-8F40BF63865A";9018749;"ATHENIAN GEOMETRIC";"SILHOUETTE";"";"KANTHAROS";"";"";"";"";"";"New York (NY), Metropolitan Museum: 35.11.12 |";"";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/97068285-EDE3-4055-81A8-743DC9D9F6B6";9026811;"ATHENIAN";"BLACK-FIGURE";"";"CUP FRAGMENT";"UKRAINE, BEREZAN";"";"";"";"MAN OR YOUTH, IVY, EYE";"St. Petersburg, State Hermitage Museum: OL6348 |";"Corpus Vasorum Antiquorum: ST. PETERSBURG, STATE HERMITAGE MUSEUM 10, 126, PL.(913) 82.4 <a target=_blank href=browseCVARecord.asp?id={97068285-EDE3-4055-81A8-743DC9D9F6B6}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"<a href=http://www.beazley.ox.ac.uk/record/C267FA24-18C6-4559-A6F5-5C42B50945EF target=_blank>http://www.beazley.ox.ac.uk/record/C267FA24-18C6-4559-A6F5-5C42B50945EF</a>";13538;"ATHENIAN";"BLACK-FIGURE";"";"AMPHORA, NECK";"";"-550 to -500";"";"";"A: AMAZONOMACHY, HERAKLES AND AMAZONS | B: WARRIORS, DOGS";"London, market, Sotheby's";"Sotheby, sale catalogue: 1.12.1913, PL.1, NO.73 (A)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/CCBD1E20-948E-43B9-99EE-B3A01C59B61A";9026372;"ATHENIAN";"RED-FIGURE";"BLACK-FIGURE (S)";"LEKYTHOS";"SICILY, SELINUS";"";"";"BOWDOIN P by DE CESARE";"BD: WOMAN WITH PHIALE AT ALTAR | SH: FLORAL, PALMETTES";"Trapani, Museo Regionale A. Pepoli: 4908 |";"Fama, M.L. (ed.), Il Museo Regionale A.Pepoli di Trapani, Le collezioni archeologiche (Bari, 2009): 121, NO.36 (BD)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/2D6792E0-4B2F-482D-96C2-B4FA52289471";9009653;"CYPRIOT, BRONZE AGE";"";"";"JUG";"CYPRUS";"";"";"";"";"London, British Museum |";"Corpus Vasorum Antiquorum: LONDON, BRITISH MUSEUM 1, II.C.A.3, PL.(1) 1.16 <a target=_blank href=browseCVARecord.asp?id={2D6792E0-4B2F-482D-96C2-B4FA52289471}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"<a href=http://www.beazley.ox.ac.uk/record/9D4669D8-6E83-4C2C-8EA9-0BDF67D60A47 target=_blank>http://www.beazley.ox.ac.uk/record/9D4669D8-6E83-4C2C-8EA9-0BDF67D60A47</a>";14905;"ATHENIAN";"BLACK-FIGURE";"";"AMPHORA B";"";"-600 to -550";"";"";"A,B: HORSE HEAD";"Virginia, private | London, market, Sotheby's";"PHOTOGRAPH(S) IN THE BEAZLEY ARCHIVE: 4 (A, COLOUR OF A AND B) | Schertz, P. and Stribling, N. (eds.), The Horse in Ancient Greek Art, National Sporting Library &amp; Museum Middleburg, Virginia (Middleburg and Richmond, 2017): 82, NO.1 (COLOUR OF A) | Sotheby, sale catalogue: 9.12.1985, NO.155 (A)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/FD144ED3-4094-4B04-89B8-CA027A903862";201599;"ATHENIAN";"RED-FIGURE";"";"PLATE FRAGMENT";"ATHENS, ACROPOLIS";"-525 to -475";"";"AMBROSIOS P by BEAZLEY | AMBROSIOS P by LANGLOTZ";"OV: EROTIC (?), MAN AND WOMAN";"Athens, National Museum, Acropolis Coll.: 2.17";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 175.35 | Beazley, J.D., Attic Red-figure Vase-painters, 1st ed. (Oxford, 1942): 73.33 | Graef, B. &amp; Langlotz, E., Die antiken Vasen von der Akropolis zu Athen, vol.2 (Berlin, 1933): PL.1.17 | PHOTOGRAPH(S) IN THE BEAZLEY ARCHIVE: 1";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/7C821A9F-4D41-4E4E-AB56-2367C1C4380E";205479;"ATHENIAN";"RED-FIGURE";"";"LOUTROPHOROS FRAGMENT";"ATHENS";"-500 to -450";"";"HERMONAX by BEAZLEY";"WOMAN, EROTES";"Athens, Acropolis Museum |";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 489.96";NA;"";NA;NA;NA;NA;NA
"<a href=http://www.beazley.ox.ac.uk/record/78989EA3-9C27-4978-8F36-53913D4BB947 target=_blank>http://www.beazley.ox.ac.uk/record/78989EA3-9C27-4978-8F36-53913D4BB947</a>";212292;"ATHENIAN";"RED-FIGURE";"";"LEKYTHOS";"";"-475 to -425";"";"SABOUROFF P by BEAZLEY";"BD: EOS PURSUING TITHONOS";"Palermo, Museo Archeologico Regionale: 10";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 1672 | Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 843.144 | Beazley, J.D., Attische Vasenmaler des rotfigurigen Stils (Tubingen, 1925): 265.37";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/B9A7A53E-2992-46A2-9C1F-BABDE4EC75EA";9012811;"PROTO-ELAMITE";"";"";"CUP";"";"";"";"";"";"Paris, Musee du Louvre |";"Corpus Vasorum Antiquorum: PARIS, LOUVRE 1, I.CA.X, PL.(3) 3.16 <a target=_blank href=browseCVARecord.asp?id={B9A7A53E-2992-46A2-9C1F-BABDE4EC75EA}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/C3636AF8-BBF3-490E-880D-D3D4A070D837";9015909;"ATHENIAN";"BLACK-FIGURE";"";"CUP LITTLE MASTER BAND FRAGMENT";"TURKEY, DASKYLEION";"-550 to -500";"";"";"WOMAN, MAN";"Daskyleion, excavation: E47 |";"Asia Minor Studien: 34 (1999) 85, FIG.4.43, PL.5.43";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/E678ECCA-5169-4693-9B20-AF94A0213CBF";23853;"ATHENIAN";"RED-FIGURE";"";"CUP FRAGMENT";"ITALY, GRAVISCA";"-525 to -475";"";"AMBROSIOS P by HUBER";"I: WARRIOR (FIGHT ?)";"Gravisca, excavation: 78.6618 |";"Huber, K., Gravisca, Scavi nel santuario Greco, La ceramiche Attiche a figure rosse (Bari, 1999): 55.191";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/8825C3D8-63FD-4590-BBAF-5AA8FFDC8A6D";9007714;"ATHENIAN";"BLACK GLAZE";"";"ASKOS";"";"";"";"";"";"Parma, Museo Nazionale di Antichita: C225 |";"Corpus Vasorum Antiquorum: PARMA, MUSEO NAZIONALE DI ANTICHITA 1, III.L.3, PL.(2033) 1.5 <a target=_blank href=browseCVARecord.asp?id={8825C3D8-63FD-4590-BBAF-5AA8FFDC8A6D}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/54B5F078-19C6-4068-8CA1-4DBD64DC70EC";8610;"ATHENIAN";"RED-FIGURE";"";"FRAGMENT";"";"";"";"";"DRAPED FIGURE";"Sarajevo, National Museum: 628 |";"Corpus Vasorum Antiquorum: SARAJEVO, MUSEE NATIONAL DE LA REPUBLIQUE SOCIALISTE DE BOSNIE-HERZEGOVINE, 39, PL.(160) 33.4 <a target=_blank href=browseCVARecord.asp?id={54B5F078-19C6-4068-8CA1-4DBD64DC70EC}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/09A71BAE-D736-4B27-84EA-E6CD4C0DE137";9018789;"ATHENIAN GEOMETRIC";"SILHOUETTE";"";"CUP";"";"";"";"";"";"Athens, National Museum | Athens, Empedokles";"";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/F50C0741-AA83-4565-911C-7B1A4F763651";32013;"ATHENIAN";"RED-FIGURE";"";"OINOCHOE FRAGMENTS";"";"-425 to -375";"";"";"BD: ATHENA, CHIMAERA FALLING, DRAPED YOUTH WITH SPEARS (PERSEUS OR BELLEROPHON), SPEARS";"Athens, National Museum: 18015";"Lexicon Iconographicum Mythologiae Classicae: VII, PL.170, PEGASOS 232 | Marburger Winckelmann-Programm: (1952/54), PL.1 | Schefold, K., Jung, F., Die Urkonige, Perseus, Bellerophon, Herakles und Theseus in der klassischen und hellenistischen Kunst (Munich, 1988): 118, FIG.142";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/5E6286F2-57D5-4663-8B94-83B713C0046F";360;"ATHENIAN";"BLACK-FIGURE";"";"PYXIS";"BOEOTIA, TANAGRA";"-575 to -525";"";"";"A: ILIOUPERSIS, PRIAM, FALLEN OVER ALTAR, NEOPTOLEMOS WITH ASTYANAX, HECUBA, WARRIORS, DRAPED MAN WITH SPEAR, WOMAN | B: GIGANTOMACHY, ZEUS AND HERAKLES IN CHARIOT, ATHENA, GIANTS | C: AMAZONOMACHY, HERAKLES AND AMAZON BETWEEN WOMEN AND DRAPED MEN WITH SPEARS | I: GORGONEION | LD: WOMAN, YOUTHS, HORSEMAN";"Berlin, Antikensammlung: F3988 | Berlin, Schloss Charlottenburg: F3988";"American Journal of Archaeology: 58 (1954), PL.56, FIG.7 (A) | Corpus Vasorum Antiquorum: BERLIN, ANTIKENMUSEUM 7, 54,55,56, BEILAGE 10.1, PLS.(3035,3037) 42.1-4, 44.5 <a target=_blank href=browseCVARecord.asp?id={5E6286F2-57D5-4663-8B94-83B713C0046F}&startRef=>View Whole CVA Plates</a> | Dialogues d'Histoire Ancienne: 10 (1984), 216, FIG.11 (A) | Furtwangler, A., La Collection Sabouroff (Berlin, 1883-87): PLS.49-50 (DRAWING) | Gehrig, U., Greifenhagen, A., and Kunisch, H., Fuhrer durch die Antikenabteilung (Berlin, 1968): PL.45 (PART) | Geroulanos, S. and Bridler, R., Trauma, Wund-Entstehung und Wund-Pflege im antiken Griechenland (Mainz, 1994): FIG.25 (A) | Greifenhagen, A., Antike Kunstwerke, 2nd ed. (Berlin, 1966): PL.26 (A) | Heilmeyer, W-D., et al., Antikenmuseum Berlin, Die ausgestellten Werke (Berlin, 1988): 76, NO.5 (A) | Jovino, M.B., and Chiesa, F. (eds.), L'ara della regina di Tarquinia, aree sacre, santuari mediterranei, Giornata di studio, Milano, 13 giugno 2007 (Milan, 2009): 170, FIG.22 (A) | Lexicon Iconographicum Mythologiae Classicae: I, PL.444, AMAZONES 27 (A) | Lexicon Iconographicum Mythologiae Classicae: II, PL.683, ASTYANAX I 10 (A) | Lexicon Iconographicum Mythologiae Classicae: IV, PL.118, GIGANTES 109 (PART) | Lissarrague, F., Thelamon, F. (eds.), Image et Ceramique Grecque (Rouen, 1983): 28, FIG.3 (PART) | Muth, S., Gewalt im Bild, Das Phanomen der medialen Gewalt im Athen des 6. und 5. Jahrhunderts v. Chr. (Berlin, 2008): 572, FIG.404 (A) | Neugebauer, K., Staatliche Museen zu Berlin, Fuhrer (1932): PL.26 (A) | Recke, M., Gewalt und Leid, Das Bild des Krieges bei den Athenern im 6. und 5. Jh. v. Chr. (Istanbul, 2002): PL.26A (A) | Recueil Charles Dugas (Paris, 1960): PL.14 (A) | Schefold, K., Gods and Heroes in Late Archaic Greek Art. English translation by A. Griffiths. (Cambridge, 1992): FIG.342 (A) | Schefold, K., Gotter und Heldensagen der Griechen in der spatarchaischen Kunst (Munich, 1978): 256, FIG.342 (A) | Stansbury-O'Donnell, M.D., Looking at Greek Art (Cambridge, 2011): 176, FIG.65 (C) | Stansbury-O'Donnell, M.D., Vase Painting, Gender, and Social Identity in Archaic Athens (Cambridge, 2006): 189, 195, FIGS.60, 60 (C, A)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/9352B097-68B6-496E-B4BB-4D22A38F5460";23198;"ATHENIAN";"BLACK-FIGURE";"";"SKYPHOS FRAGMENTS";"GREECE, ELIS, OLYMPIA";"-525 to -475";"";"";"HORSEMAN";"Olympia, Archaeological Museum: K10814A-B |";"Olympische Forschungen: 28 (2000) PL.74.112 | Olympische Forschungen: 8 (1975) PL.18.1-3";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/5B64386C-105B-4C2B-ABD8-DE0DC4DA7AC6";1783;"ATHENIAN";"RED-FIGURE";"";"CUP FRAGMENTS";"";"-475 to -425";"";"BOLOGNA 417, P OF by ROSSIGNANI";"A: WOMAN | B: DRAPED YOUTH";"Parma, Museo Nazionale di Antichita: C58A-B |";"Corpus Vasorum Antiquorum: PARMA, MUSEO NAZIONALE DI ANTICHITA 1, III.I.9, PL.(2030) 10.4-5 <a target=_blank href=browseCVARecord.asp?id={5B64386C-105B-4C2B-ABD8-DE0DC4DA7AC6}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/B0E197AE-75EB-42C8-AF3E-B9D427A2D7C7";10638;"ATHENIAN";"BLACK-FIGURE";"";"AMPHORA, NECK";"";"-525 to -475";"";"";"A: WOMEN WITH KROTALA DANCING | B: WOMEN AND YOUTH";"Copenhagen, National Museum: 8757 |";"";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/2BFD8E8F-4E5C-4B36-8F34-A1EBE31C8AD7";310356;"ATHENIAN";"BLACK-FIGURE";"";"LEKANIS";"";"-575 to -525";"";"GROUP E by BEAZLEY | VATICAN MOURNER, P OF THE by BEAZLEY";"LD: BOAR HUNT, YOUTHS, SOME DEAD (BODIES), AND HORSEMEN, DOGS";"Wurzburg, Universitat, Martin von Wagner Mus.: 442 | Wurzburg, Universitat, Martin von Wagner Mus.: L442";"Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 140.5 | Lioutas, A., Attische schwarzfigurige Lekanai und Lekanides (Wurzburg, 1987): PL.32.2";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/331684B0-966D-4955-BD42-1A35BF6518FF";1730;"ATHENIAN";"BLACK-FIGURE";"";"AMPHORA A";"ITALY, ETRURIA";"";"";"";"A: INTRODUCTION OF HERAKLES TO OLYMPOS, ZEUS WITH THUNDERBOLT SEATED, ATHENA, WARRIOR (ARES ?), MAN OR YOUTH | B: AMAZONOMACHY, HERAKLES AND AMAZONS, SOME FALLING, WARRIORS | OR: HORSEMEN, DEER, WILD GOAT, DRAPED MAN SEATED";"Paris, Musee du Louvre: E733";"Bothmer, D. von, Amazons in Greek Art (Oxford, 1957): PL.29.1 (A) | Genava, Musee d'art et d'histoire Geneve: 35 (1987) 7, FIG.6 (A) | Jahrbuch des Deutschen Archaologischen Instituts: 88 (1973), 19, FIGS.19-20 (A, B) | PHOTOGRAPH(S) IN THE BEAZLEY ARCHIVE: 3 (A, B) | Pottier, E., Vases antiques du Louvre (Paris, 1897-1922): PL.54 (A, B)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/39B8BA5F-00B2-4DC3-BB3A-A2961763765E";9003213;"ITALIOTE";"BLACK GLAZE";"";"FEEDER";"";"";"";"";"";"Prague, Charles University: 80.21 | Prague, Charles University: I309";"Corpus Vasorum Antiquorum: PRAGUE, UNIVERSITE CHARLES 2, 51, FIG.29, PLS.(134,136,138) 84.2, 86.2.7, 88.3 <a target=_blank href=browseCVARecord.asp?id={39B8BA5F-00B2-4DC3-BB3A-A2961763765E}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/E49421A2-9236-4159-9BF5-FAA2A8B1F7D2";1005324;"EGYPTIAN";"UNKNOWN";"";"FIGURE VASE";"";"";"";"";"";"Barcelona, Museo Arqueologico |";"Corpus Vasorum Antiquorum: BARCELONA, MUSEE ARCHEOLOGIQUE 1, 16, 17, PL.(99) 1.5.8 <a target=_blank href=browseCVARecord.asp?id={E49421A2-9236-4159-9BF5-FAA2A8B1F7D2}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/86A05FEC-8E1F-45EA-8058-A792FD502251";9008744;"ATHENIAN";"RED-FIGURE";"";"SKYPHOS";"";"-400 to -300";"";"FAT-BOY GROUP by TUGUSHEVA";"A: DRAPED YOUTH WITH STRIGIL | B: DRAPED YOUTH";"Moscow, Pushkin State Museum of Fine Arts: II1B220 |";"Corpus Vasorum Antiquorum: MOSCOW, PUSHKIN STATE MUSEUM OF FINE ARTS 6, 80-81, PL.(315) 70.1-2 <a target=_blank href=browseCVARecord.asp?id={86A05FEC-8E1F-45EA-8058-A792FD502251}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
